Word                100554newsML       100593newsML       100618newsML     
10                  0.052028799265735  0.068687607832707  0.071567808776000
113                 0.026014399632867  0.034343803916354  0.035783904388000
13                  0.000000000000000  0.058149114770678  0.000000000000000
130                 0.026014399632867  0.034343803916354  0.035783904388000
14                  0.000000000000000  0.058149114770678  0.000000000000000
150                 0.044046207392349  0.000000000000000  0.000000000000000
160                 0.026014399632867  0.034343803916354  0.035783904388000
1997                0.026014399632867  0.034343803916354  0.035783904388000
200                 0.044046207392349  0.000000000000000  0.000000000000000
2003                0.026014399632867  0.034343803916354  0.035783904388000
2004                0.044046207392349  0.000000000000000  0.000000000000000
225                 0.026014399632867  0.068687607832707  0.071567808776000
24                  0.000000000000000  0.044223900602888  0.046078292162756
39                  0.026014399632867  0.034343803916354  0.035783904388000
40                  0.026014399632867  0.034343803916354  0.035783904388000
400                 0.088092414784698  0.000000000000000  0.000000000000000
45                  0.026014399632867  0.034343803916354  0.035783904388000
54                  0.026014399632867  0.034343803916354  0.035783904388000
56                  0.000000000000000  0.088447801205775  0.046078292162756
6393                0.033498276032839  0.000000000000000  0.046078292162756
85                  0.044046207392349  0.000000000000000  0.000000000000000
abil                0.044046207392349  0.000000000000000  0.000000000000000
abl                 0.052028799265735  0.034343803916354  0.035783904388000
accept              0.000000000000000  0.044223900602888  0.046078292162756
achiev              0.000000000000000  0.044223900602888  0.046078292162756
ad                  0.052028799265735  0.034343803916354  0.035783904388000
admit               0.044046207392349  0.000000000000000  0.000000000000000
afford              0.044046207392349  0.000000000000000  0.000000000000000
agre                0.052028799265735  0.034343803916354  0.035783904388000
ahead               0.026014399632867  0.034343803916354  0.035783904388000
alastair            0.026014399632867  0.034343803916354  0.035783904388000
allow               0.026014399632867  0.068687607832707  0.071567808776000
alreadi             0.044046207392349  0.000000000000000  0.000000000000000
although            0.026014399632867  0.034343803916354  0.035783904388000
analyst             0.088092414784698  0.000000000000000  0.000000000000000
anglo               0.026014399632867  0.034343803916354  0.035783904388000
angri               0.044046207392349  0.000000000000000  0.000000000000000
announc             0.078043198898602  0.171719019581768  0.143135617551999
annual              0.044046207392349  0.000000000000000  0.000000000000000
approv              0.052028799265735  0.034343803916354  0.035783904388000
around              0.026014399632867  0.068687607832707  0.071567808776000
arrang              0.044046207392349  0.000000000000000  0.000000000000000
ask                 0.044046207392349  0.000000000000000  0.000000000000000
avail               0.044046207392349  0.000000000000000  0.000000000000000
avoid               0.044046207392349  0.000000000000000  0.000000000000000
await               0.026014399632867  0.034343803916354  0.035783904388000
back                0.026014399632867  0.034343803916354  0.035783904388000
bank                0.182100797430071  0.171719019581768  0.178919521939999
bankruptci          0.044046207392349  0.000000000000000  0.000000000000000
becom               0.044046207392349  0.000000000000000  0.000000000000000
benefit             0.000000000000000  0.044223900602888  0.046078292162756
bill                0.088092414784698  0.000000000000000  0.000000000000000
billion             0.130071998164336  0.343438039163536  0.214703426327999
bond                0.044046207392349  0.000000000000000  0.000000000000000
brighter            0.026014399632867  0.034343803916354  0.035783904388000
bring               0.026014399632867  0.068687607832707  0.071567808776000
brink               0.026014399632867  0.034343803916354  0.035783904388000
busiest             0.044046207392349  0.000000000000000  0.000000000000000
ca                  0.044046207392349  0.000000000000000  0.000000000000000
call                0.000000000000000  0.044223900602888  0.046078292162756
cap                 0.044046207392349  0.000000000000000  0.000000000000000
cash                0.088092414784698  0.000000000000000  0.000000000000000
chairman            0.052028799265735  0.068687607832707  0.071567808776000
channel             0.052028799265735  0.068687607832707  0.071567808776000
choos               0.026014399632867  0.034343803916354  0.035783904388000
co                  0.052028799265735  0.068687607832707  0.071567808776000
collaps             0.044046207392349  0.000000000000000  0.000000000000000
come                0.088092414784698  0.000000000000000  0.000000000000000
commerci            0.026014399632867  0.034343803916354  0.035783904388000
compani             0.312172795594407  0.309094235247182  0.322055139491999
complex             0.044046207392349  0.000000000000000  0.000000000000000
compromis           0.000000000000000  0.044223900602888  0.046078292162756
confer              0.088092414784698  0.000000000000000  0.000000000000000
consider            0.052028799265735  0.068687607832707  0.071567808776000
consolid            0.026014399632867  0.034343803916354  0.035783904388000
constitut           0.044046207392349  0.000000000000000  0.000000000000000
construct           0.026014399632867  0.034343803916354  0.035783904388000
convert             0.026014399632867  0.034343803916354  0.035783904388000
cost                0.044046207392349  0.000000000000000  0.000000000000000
could               0.078043198898602  0.068687607832707  0.071567808776000
creditor            0.052028799265735  0.034343803916354  0.035783904388000
crippl              0.026014399632867  0.034343803916354  0.035783904388000
cross               0.026014399632867  0.034343803916354  0.035783904388000
current             0.088092414784698  0.000000000000000  0.000000000000000
date                0.000000000000000  0.044223900602888  0.046078292162756
deal                0.182100797430071  0.103031411749061  0.107351713164000
debt                0.182100797430071  0.171719019581768  0.178919521939999
decemb              0.026014399632867  0.034343803916354  0.035783904388000
depreci             0.044046207392349  0.000000000000000  0.000000000000000
despit              0.044046207392349  0.000000000000000  0.000000000000000
detail              0.052028799265735  0.034343803916354  0.035783904388000
develop             0.026014399632867  0.034343803916354  0.035783904388000
difficult           0.044046207392349  0.000000000000000  0.000000000000000
dilut               0.026014399632867  0.034343803916354  0.035783904388000
dividend            0.052028799265735  0.034343803916354  0.035783904388000
done                0.026014399632867  0.034343803916354  0.035783904388000
doomsday            0.044046207392349  0.000000000000000  0.000000000000000
dwindl              0.044046207392349  0.000000000000000  0.000000000000000
earli               0.078043198898602  0.034343803916354  0.035783904388000
eight               0.044046207392349  0.000000000000000  0.000000000000000
end                 0.026014399632867  0.068687607832707  0.071567808776000
entitl              0.026014399632867  0.034343803916354  0.035783904388000
equ                 0.026014399632867  0.034343803916354  0.035783904388000
equiti              0.044046207392349  0.000000000000000  0.000000000000000
european            0.026014399632867  0.034343803916354  0.035783904388000
eurotunnel          0.260143996328673  0.377781843079889  0.393622948267998
exist               0.026014399632867  0.034343803916354  0.035783904388000
extend              0.000000000000000  0.044223900602888  0.046078292162756
ferri               0.026014399632867  0.034343803916354  0.035783904388000
finalis             0.026014399632867  0.034343803916354  0.035783904388000
financ              0.044046207392349  0.000000000000000  0.000000000000000
financi             0.052028799265735  0.068687607832707  0.071567808776000
find                0.044046207392349  0.000000000000000  0.000000000000000
firm                0.026014399632867  0.034343803916354  0.035783904388000
first               0.026014399632867  0.034343803916354  0.035783904388000
fix                 0.044046207392349  0.000000000000000  0.000000000000000
flow                0.044046207392349  0.000000000000000  0.000000000000000
follow              0.000000000000000  0.044223900602888  0.046078292162756
for                 0.026014399632867  0.034343803916354  0.035783904388000
formula             0.044046207392349  0.000000000000000  0.000000000000000
forward             0.044046207392349  0.000000000000000  0.000000000000000
franc               0.052028799265735  0.034343803916354  0.035783904388000
free                0.026014399632867  0.034343803916354  0.035783904388000
french              0.052028799265735  0.068687607832707  0.071567808776000
full                0.000000000000000  0.044223900602888  0.046078292162756
futur               0.052028799265735  0.034343803916354  0.035783904388000
game                0.044046207392349  0.000000000000000  0.000000000000000
get                 0.044046207392349  0.000000000000000  0.000000000000000
give                0.026014399632867  0.034343803916354  0.035783904388000
go                  0.044046207392349  0.000000000000000  0.000000000000000
grant               0.044046207392349  0.000000000000000  0.000000000000000
group               0.044046207392349  0.000000000000000  0.000000000000000
half                0.026014399632867  0.034343803916354  0.035783904388000
happen              0.044046207392349  0.000000000000000  0.000000000000000
help                0.044046207392349  0.000000000000000  0.000000000000000
highli              0.026014399632867  0.034343803916354  0.035783904388000
hold                0.044046207392349  0.000000000000000  0.000000000000000
holder              0.000000000000000  0.044223900602888  0.046078292162756
hope                0.044046207392349  0.000000000000000  0.000000000000000
ingeni              0.044046207392349  0.000000000000000  0.000000000000000
insolv              0.000000000000000  0.044223900602888  0.046078292162756
instruct            0.000000000000000  0.044223900602888  0.046078292162756
instrument          0.026014399632867  0.034343803916354  0.035783904388000
interest            0.182100797430071  0.137375215665414  0.143135617551999
invest              0.088092414784698  0.000000000000000  0.000000000000000
issu                0.078043198898602  0.034343803916354  0.035783904388000
keep                0.044046207392349  0.000000000000000  0.000000000000000
last                0.026014399632867  0.068687607832707  0.071567808776000
late                0.000000000000000  0.044223900602888  0.046078292162756
lead                0.000000000000000  0.044223900602888  0.046078292162756
least               0.044046207392349  0.000000000000000  0.000000000000000
leav                0.026014399632867  0.034343803916354  0.035783904388000
less                0.044046207392349  0.000000000000000  0.000000000000000
level               0.026014399632867  0.034343803916354  0.035783904388000
lifelin             0.044046207392349  0.000000000000000  0.000000000000000
like                0.044046207392349  0.000000000000000  0.000000000000000
london              0.026014399632867  0.068687607832707  0.071567808776000
long                0.026014399632867  0.034343803916354  0.035783904388000
look                0.044046207392349  0.000000000000000  0.000000000000000
major               0.044046207392349  0.000000000000000  0.000000000000000
make                0.026014399632867  0.034343803916354  0.035783904388000
market              0.026014399632867  0.034343803916354  0.035783904388000
massiv              0.044046207392349  0.000000000000000  0.000000000000000
maximum             0.044046207392349  0.000000000000000  0.000000000000000
may                 0.026014399632867  0.034343803916354  0.035783904388000
medium              0.026014399632867  0.034343803916354  0.035783904388000
meet                0.026014399632867  0.034343803916354  0.035783904388000
million             0.132138622177047  0.000000000000000  0.000000000000000
monday              0.052028799265735  0.103031411749061  0.107351713164000
month               0.026014399632867  0.068687607832707  0.071567808776000
morton              0.104057598531469  0.034343803916354  0.035783904388000
mountain            0.000000000000000  0.000000000000000  0.060587416823969
name                0.044046207392349  0.000000000000000  0.000000000000000
nearli              0.052028799265735  0.034343803916354  0.035783904388000
negoti              0.026014399632867  0.068687607832707  0.071567808776000
new                 0.026014399632867  0.034343803916354  0.035783904388000
news                0.088092414784698  0.000000000000000  0.000000000000000
next                0.026014399632867  0.034343803916354  0.035783904388000
nine                0.052028799265735  0.034343803916354  0.035783904388000
nobodi              0.088092414784698  0.000000000000000  0.000000000000000
note                0.132138622177047  0.000000000000000  0.000000000000000
offer               0.026014399632867  0.034343803916354  0.035783904388000
one                 0.026014399632867  0.034343803916354  0.035783904388000
oper                0.078043198898602  0.103031411749061  0.107351713164000
outstand            0.000000000000000  0.044223900602888  0.046078292162756
owe                 0.000000000000000  0.044223900602888  0.046078292162756
own                 0.026014399632867  0.034343803916354  0.035783904388000
pari                0.052028799265735  0.034343803916354  0.035783904388000
particip            0.026014399632867  0.034343803916354  0.035783904388000
patient             0.026014399632867  0.034343803916354  0.035783904388000
patrick             0.026014399632867  0.034343803916354  0.035783904388000
pay                 0.078043198898602  0.034343803916354  0.035783904388000
payment             0.052028799265735  0.034343803916354  0.035783904388000
penc                0.078043198898602  0.103031411749061  0.107351713164000
per                 0.026014399632867  0.034343803916354  0.035783904388000
percent             0.078043198898602  0.103031411749061  0.107351713164000
perform             0.052028799265735  0.034343803916354  0.035783904388000
plan                0.052028799265735  0.103031411749061  0.107351713164000
ponsol              0.026014399632867  0.034343803916354  0.035783904388000
posit               0.044046207392349  0.000000000000000  0.000000000000000
pound               0.208115197062938  0.137375215665414  0.178919521939999
pretti              0.044046207392349  0.000000000000000  0.000000000000000
probabl             0.026014399632867  0.034343803916354  0.035783904388000
profit              0.026014399632867  0.034343803916354  0.035783904388000
prospect            0.026014399632867  0.034343803916354  0.035783904388000
provid              0.026014399632867  0.034343803916354  0.035783904388000
reap                0.000000000000000  0.044223900602888  0.046078292162756
reduc               0.052028799265735  0.103031411749061  0.107351713164000
reject              0.044046207392349  0.000000000000000  0.000000000000000
report              0.078043198898602  0.034343803916354  0.035783904388000
restructur          0.026014399632867  0.103031411749061  0.107351713164000
resum               0.026014399632867  0.034343803916354  0.035783904388000
return              0.026014399632867  0.034343803916354  0.035783904388000
revenu              0.044046207392349  0.000000000000000  0.000000000000000
roll                0.044046207392349  0.000000000000000  0.000000000000000
rout                0.044046207392349  0.000000000000000  0.000000000000000
run                 0.033498276032839  0.000000000000000  0.046078292162756
said                0.234129596695805  0.274750431330829  0.286271235103999
scenario            0.044046207392349  0.000000000000000  0.000000000000000
secret              0.000000000000000  0.044223900602888  0.046078292162756
secur               0.044046207392349  0.000000000000000  0.000000000000000
see                 0.026014399632867  0.034343803916354  0.035783904388000
seen                0.044046207392349  0.000000000000000  0.000000000000000
seven               0.044046207392349  0.000000000000000  0.000000000000000
share               0.052028799265735  0.103031411749061  0.107351713164000
sharehold           0.182100797430071  0.206062823498121  0.214703426327999
simultan            0.026014399632867  0.034343803916354  0.035783904388000
six                 0.000000000000000  0.044223900602888  0.046078292162756
spring              0.044046207392349  0.000000000000000  0.000000000000000
stabil              0.026014399632867  0.034343803916354  0.035783904388000
stabilis            0.088092414784698  0.000000000000000  0.000000000000000
statement           0.033498276032839  0.000000000000000  0.046078292162756
still               0.078043198898602  0.034343803916354  0.035783904388000
strong              0.026014399632867  0.034343803916354  0.035783904388000
submit              0.026014399632867  0.034343803916354  0.035783904388000
subscrib            0.026014399632867  0.034343803916354  0.035783904388000
substanti           0.000000000000000  0.044223900602888  0.046078292162756
success             0.000000000000000  0.044223900602888  0.046078292162756
suspend             0.026014399632867  0.034343803916354  0.035783904388000
sustain             0.044046207392349  0.000000000000000  0.000000000000000
swap                0.052028799265735  0.034343803916354  0.035783904388000
syndic              0.000000000000000  0.044223900602888  0.046078292162756
take                0.052028799265735  0.034343803916354  0.035783904388000
taken               0.026014399632867  0.034343803916354  0.035783904388000
ten                 0.044046207392349  0.000000000000000  0.000000000000000
term                0.026014399632867  0.034343803916354  0.035783904388000
throw               0.044046207392349  0.000000000000000  0.000000000000000
time                0.044046207392349  0.000000000000000  0.000000000000000
told                0.088092414784698  0.000000000000000  0.000000000000000
trade               0.026014399632867  0.034343803916354  0.035783904388000
tuesday             0.026014399632867  0.034343803916354  0.035783904388000
tunnel              0.052028799265735  0.068687607832707  0.071567808776000
two                 0.000000000000000  0.044223900602888  0.046078292162756
uncertainti         0.026014399632867  0.034343803916354  0.035783904388000
unpaid              0.044046207392349  0.000000000000000  0.000000000000000
urg                 0.044046207392349  0.000000000000000  0.000000000000000
want                0.088092414784698  0.000000000000000  0.000000000000000
warrant             0.026014399632867  0.034343803916354  0.035783904388000
week                0.026014399632867  0.103031411749061  0.107351713164000
well                0.044046207392349  0.000000000000000  0.000000000000000
wide                0.026014399632867  0.034343803916354  0.035783904388000
wipe                0.026014399632867  0.034343803916354  0.035783904388000
within              0.026014399632867  0.034343803916354  0.035783904388000
work                0.026014399632867  0.034343803916354  0.035783904388000
would               0.182100797430071  0.137375215665414  0.143135617551999
wrangl              0.000000000000000  0.044223900602888  0.046078292162756
wrestl              0.026014399632867  0.034343803916354  0.035783904388000
year                0.156086397797204  0.034343803916354  0.035783904388000
